participant.id_in_session,participant.risky_urn5_color_code1,participant.risky_urn5_color_code2,participant.risky_urn2_color_code,participant.risky_urn5_num_color1,participant.risky_urn5_num_color2,participant.risky_urn2_num_color,participant.amb1_urn5_color_code1,participant.amb1_urn5_color_code2,participant.amb1_urn2_color_code,participant.amb1_urn5_num_color1,participant.amb1_urn5_num_color2,participant.amb1_urn2_num_color,participant.amb2_urn5_color_code1,participant.amb2_urn5_color_code2,participant.amb2_urn2_color_code,participant.amb2_urn5_num_color1,participant.amb2_urn5_num_color2,participant.amb2_urn2_num_color,session.config.numballs,randomization.1.player.order1,randomization.1.player.order2,randomization.1.player.risk_order,randomization.1.player.ambiguity_order,randomization.1.player.amb1_urn5_colorevent1,randomization.1.player.amb1_urn5_colorevent2,randomization.1.player.amb1_urn2_colorevent,randomization.1.player.risky_urn5_colorevent1,randomization.1.player.risky_urn5_colorevent2,randomization.1.player.risky_urn2_colorevent,randomization.1.player.amb2_urn5_colorevent1,randomization.1.player.amb2_urn5_colorevent2,randomization.1.player.amb2_urn2_colorevent,randomization.1.player.paid_round_1,randomization.1.player.roll_event_1,randomization.1.player.roll_BSR_paid_round_1,randomization.1.player.paid_table_2,randomization.1.player.paid_row_2,randomization.1.player.roll_lottery_2,randomization.1.player.paid_table_3,randomization.1.player.paid_row_3,randomization.1.player.ball_drawn_unknown,randomization.1.player.ball_drawn_known,randomization.1.player.paid_part
228,"[7, 1, 11, 10, 8]","[9, 6, 5, 12, 3]","[2, 4]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[23, 21, 15, 14, 24]","[13, 16, 20, 18, 17]","[19, 22]","[1, 5, 2, 1, 1]","[2, 0, 3, 3, 2]","[6, 4]","[10, 8, 11, 5, 4]","[9, 1, 7, 6, 12]","[2, 3]","[3, 2, 3, 1, 1]","[1, 4, 1, 2, 2]","[6, 4]",10,6,4,1,1,14,16,22,7,12,2,11,1,2,5,10,65.96623812,1,19,21,2,8,7,4,3
229,"[10, 3, 4, 7, 9]","[5, 12, 1, 6, 2]","[8, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[16, 22, 13, 14, 24]","[15, 18, 23, 21, 17]","[19, 20]","[4, 3, 1, 1, 1]","[3, 1, 1, 5, 0]","[4, 6]","[8, 12, 1, 11, 10]","[3, 7, 2, 4, 6]","[5, 9]","[2, 2, 2, 3, 1]","[2, 0, 5, 0, 3]","[5, 5]",10,4,4,5,3,13,17,19,7,12,8,11,7,9,3,8,18.83643826,2,9,69,2,7,5,10,2
230,"[4, 11, 9, 3, 2]","[5, 1, 6, 10, 7]","[8, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[23, 17, 13, 20, 18]","[16, 19, 21, 24, 14]","[15, 22]","[0, 1, 2, 4, 3]","[3, 4, 0, 2, 1]","[6, 4]","[1, 11, 8, 2, 5]","[4, 9, 6, 10, 7]","[3, 12]","[1, 5, 1, 1, 2]","[5, 1, 1, 2, 1]","[3, 7]",10,6,6,3,2,23,24,15,9,1,8,8,4,12,2,4,80.08863027,2,4,17,2,10,7,1,3
231,"[3, 7, 6, 11, 2]","[10, 12, 9, 5, 8]","[1, 4]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[14, 21, 17, 23, 13]","[20, 15, 22, 19, 24]","[16, 18]","[2, 3, 2, 1, 2]","[3, 1, 4, 1, 1]","[3, 7]","[11, 2, 12, 1, 7]","[6, 4, 5, 3, 10]","[8, 9]","[4, 2, 1, 1, 2]","[2, 3, 2, 2, 1]","[6, 4]",10,6,5,2,3,14,24,16,6,8,1,7,5,9,2,7,57.11954264,2,23,21,2,6,7,9,2
232,"[9, 10, 1, 7, 2]","[6, 8, 4, 11, 12]","[3, 5]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[24, 17, 13, 19, 14]","[18, 21, 20, 22, 16]","[15, 23]","[4, 1, 2, 3, 0]","[3, 0, 3, 1, 3]","[5, 5]","[2, 10, 5, 7, 8]","[6, 12, 11, 4, 3]","[1, 9]","[2, 3, 2, 1, 2]","[2, 2, 4, 0, 2]","[4, 6]",10,6,1,6,5,14,16,23,7,8,3,8,11,1,5,4,76.09771751,2,12,48,2,3,5,8,1
233,"[12, 3, 10, 4, 9]","[1, 6, 5, 7, 11]","[2, 8]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[15, 17, 21, 16, 20]","[13, 23, 18, 14, 24]","[19, 22]","[3, 3, 0, 2, 2]","[1, 5, 0, 1, 3]","[6, 4]","[1, 7, 12, 10, 8]","[6, 3, 4, 11, 2]","[5, 9]","[4, 2, 1, 1, 2]","[2, 2, 2, 0, 4]","[6, 4]",10,1,3,4,4,20,14,22,3,11,8,10,2,5,4,8,95.54145157,1,9,19,1,6,1,1,1
234,"[10, 6, 1, 4, 9]","[11, 8, 7, 12, 2]","[3, 5]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[15, 19, 22, 21, 23]","[17, 20, 13, 18, 14]","[16, 24]","[2, 2, 1, 3, 2]","[0, 2, 4, 2, 2]","[5, 5]","[7, 2, 6, 10, 4]","[3, 8, 12, 1, 11]","[5, 9]","[1, 3, 1, 2, 3]","[3, 2, 3, 1, 1]","[5, 5]",10,2,3,3,2,21,13,24,10,11,3,2,8,9,5,2,31.87605891,3,30,8,2,10,5,3,1
235,"[4, 8, 6, 5, 11]","[7, 1, 9, 3, 2]","[10, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[23, 24, 19, 14, 13]","[15, 16, 21, 18, 20]","[17, 22]","[3, 1, 0, 1, 5]","[3, 2, 3, 1, 1]","[5, 5]","[9, 3, 5, 11, 8]","[4, 12, 1, 6, 2]","[7, 10]","[2, 1, 1, 2, 4]","[3, 1, 3, 1, 2]","[7, 3]",10,3,6,5,4,19,20,22,8,9,12,8,1,7,3,1,45.84859753,3,20,49,2,7,5,6,1
236,"[2, 8, 3, 1, 12]","[5, 11, 4, 10, 9]","[6, 7]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[22, 21, 23, 14, 16]","[19, 13, 15, 24, 18]","[17, 20]","[3, 3, 1, 0, 3]","[0, 2, 5, 2, 1]","[5, 5]","[10, 12, 11, 7, 5]","[2, 1, 6, 3, 4]","[8, 9]","[1, 2, 3, 3, 1]","[2, 2, 0, 2, 4]","[3, 7]",10,6,3,1,4,22,15,17,1,4,7,12,1,9,4,6,29.53699127,3,28,80,1,6,8,4,2
237,"[9, 8, 6, 3, 12]","[4, 11, 7, 5, 10]","[1, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[15, 14, 21, 18, 23]","[17, 22, 13, 20, 24]","[16, 19]","[5, 1, 1, 2, 1]","[3, 2, 1, 2, 2]","[6, 4]","[12, 1, 5, 3, 6]","[8, 9, 11, 7, 4]","[2, 10]","[2, 2, 3, 1, 2]","[2, 2, 1, 2, 3]","[4, 6]",10,4,5,3,4,23,20,19,9,7,2,1,7,2,5,9,78.36327205,3,25,57,3,4,1,4,1
238,"[12, 6, 11, 3, 8]","[5, 2, 1, 4, 7]","[9, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[19, 20, 14, 21, 15]","[24, 22, 16, 23, 13]","[17, 18]","[1, 3, 0, 3, 3]","[1, 3, 3, 2, 1]","[3, 7]","[11, 2, 4, 3, 1]","[9, 5, 6, 12, 7]","[8, 10]","[1, 1, 2, 3, 3]","[2, 3, 1, 2, 2]","[6, 4]",10,2,4,3,3,19,24,18,3,5,10,11,6,8,3,6,99.72121794,1,14,93,2,5,9,5,3
239,"[4, 7, 6, 5, 12]","[3, 9, 1, 8, 2]","[10, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 17, 14, 22, 16]","[24, 15, 19, 20, 23]","[13, 21]","[1, 3, 0, 3, 3]","[0, 0, 6, 2, 2]","[2, 8]","[4, 2, 3, 11, 8]","[9, 12, 7, 6, 10]","[1, 5]","[1, 1, 3, 2, 3]","[2, 0, 2, 3, 3]","[6, 4]",10,2,3,6,4,18,19,21,6,1,10,2,7,1,3,10,97.27400772,2,10,78,3,4,8,3,1
240,"[8, 10, 5, 7, 11]","[4, 12, 3, 2, 6]","[1, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[13, 18, 16, 21, 19]","[24, 15, 14, 23, 20]","[17, 22]","[0, 4, 2, 2, 2]","[2, 1, 1, 3, 3]","[2, 8]","[4, 3, 8, 2, 7]","[5, 10, 1, 9, 12]","[6, 11]","[0, 2, 2, 2, 4]","[3, 2, 3, 2, 0]","[5, 5]",10,3,1,4,1,18,23,22,10,6,9,2,9,6,6,3,40.14109883,1,2,54,3,9,3,1,1
241,"[2, 9, 6, 5, 4]","[8, 10, 3, 12, 7]","[1, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 23, 21, 22, 16]","[20, 13, 19, 14, 15]","[17, 24]","[0, 1, 0, 4, 5]","[1, 0, 5, 3, 1]","[5, 5]","[2, 9, 11, 8, 7]","[5, 1, 10, 3, 6]","[4, 12]","[2, 4, 1, 1, 2]","[0, 1, 2, 3, 4]","[4, 6]",10,5,5,1,2,16,19,24,6,3,11,9,1,12,3,9,97.47409778,1,10,64,3,2,7,2,1
242,"[1, 7, 4, 5, 12]","[10, 11, 2, 9, 6]","[3, 8]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[15, 23, 21, 19, 17]","[22, 18, 13, 24, 14]","[16, 20]","[3, 3, 3, 0, 1]","[3, 1, 3, 2, 1]","[5, 5]","[8, 4, 5, 7, 6]","[3, 2, 10, 12, 11]","[1, 9]","[4, 3, 1, 2, 0]","[3, 4, 0, 2, 1]","[5, 5]",10,3,2,4,4,23,18,20,4,10,3,7,2,9,5,6,46.46989842,3,4,70,3,7,7,9,1
243,"[7, 8, 12, 5, 2]","[9, 4, 11, 10, 6]","[1, 3]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[17, 23, 24, 22, 18]","[13, 20, 14, 21, 16]","[15, 19]","[2, 2, 1, 1, 4]","[2, 1, 2, 3, 2]","[5, 5]","[1, 4, 12, 2, 7]","[10, 5, 9, 8, 3]","[6, 11]","[4, 2, 2, 1, 1]","[2, 1, 3, 2, 2]","[5, 5]",10,3,4,4,1,24,16,19,12,10,3,7,10,11,2,9,12.82312803,1,7,52,2,5,8,2,2
244,"[3, 6, 5, 7, 10]","[2, 8, 1, 12, 4]","[9, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 16, 23, 18, 21]","[13, 24, 17, 19, 22]","[14, 15]","[0, 3, 2, 1, 4]","[2, 3, 2, 2, 1]","[2, 8]","[3, 2, 11, 6, 7]","[5, 10, 8, 12, 9]","[1, 4]","[1, 0, 1, 5, 3]","[2, 0, 2, 3, 3]","[4, 6]",10,6,6,3,6,20,17,15,3,2,11,11,12,4,6,5,42.17291492,2,22,6,3,2,1,8,2
245,"[2, 10, 4, 1, 6]","[12, 11, 9, 5, 3]","[7, 8]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[14, 18, 17, 22, 21]","[13, 20, 23, 19, 15]","[16, 24]","[0, 1, 2, 4, 3]","[0, 1, 3, 1, 5]","[7, 3]","[8, 3, 11, 4, 10]","[9, 2, 6, 7, 1]","[5, 12]","[0, 4, 2, 1, 3]","[3, 0, 4, 3, 0]","[6, 4]",10,1,1,6,1,21,15,24,6,5,8,3,2,5,6,6,10.76530672,2,27,69,2,4,9,6,1
246,"[7, 3, 5, 10, 6]","[8, 4, 2, 1, 11]","[9, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[16, 17, 14, 20, 18]","[22, 21, 19, 24, 13]","[15, 23]","[1, 2, 2, 2, 3]","[2, 2, 4, 0, 2]","[3, 7]","[6, 2, 8, 3, 10]","[7, 9, 12, 4, 1]","[5, 11]","[1, 3, 2, 2, 2]","[0, 2, 4, 3, 1]","[7, 3]",10,4,3,1,4,16,21,15,7,8,9,8,1,5,5,6,53.59549752,3,10,18,2,8,7,2,3
247,"[12, 6, 11, 1, 10]","[2, 9, 5, 4, 3]","[7, 8]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[22, 19, 21, 16, 18]","[23, 20, 24, 17, 13]","[14, 15]","[1, 3, 1, 2, 3]","[3, 2, 1, 2, 2]","[7, 3]","[10, 3, 8, 1, 7]","[11, 9, 6, 12, 5]","[2, 4]","[1, 2, 1, 4, 2]","[4, 1, 2, 0, 3]","[5, 5]",10,6,4,4,4,19,24,14,1,9,8,10,12,4,5,9,83.78211959,2,30,34,3,6,6,3,3
248,"[9, 8, 11, 12, 4]","[5, 7, 3, 2, 10]","[1, 6]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[24, 14, 15, 18, 16]","[23, 13, 21, 22, 20]","[17, 19]","[2, 0, 3, 2, 3]","[1, 1, 3, 2, 3]","[4, 6]","[12, 10, 8, 5, 6]","[2, 4, 1, 7, 3]","[9, 11]","[2, 0, 2, 2, 4]","[4, 2, 2, 1, 1]","[5, 5]",10,2,6,4,5,16,22,17,4,3,6,5,3,9,2,1,90.53876994,3,13,90,2,3,7,7,3
249,"[1, 9, 2, 5, 10]","[11, 8, 4, 12, 3]","[6, 7]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[17, 15, 13, 14, 22]","[21, 16, 19, 20, 18]","[23, 24]","[0, 4, 1, 1, 4]","[1, 2, 0, 4, 3]","[4, 6]","[6, 3, 11, 8, 9]","[12, 1, 7, 5, 2]","[4, 10]","[3, 4, 0, 1, 2]","[2, 1, 3, 3, 1]","[4, 6]",10,5,1,4,4,14,21,23,5,12,6,6,2,4,6,8,31.7579203,3,16,81,2,3,7,1,1
250,"[12, 4, 8, 10, 9]","[2, 5, 6, 11, 3]","[1, 7]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 13, 24, 23, 22]","[21, 16, 18, 17, 15]","[14, 19]","[3, 2, 1, 3, 1]","[2, 3, 1, 1, 3]","[7, 3]","[8, 11, 1, 12, 5]","[6, 3, 4, 10, 9]","[2, 7]","[2, 1, 3, 0, 4]","[2, 5, 3, 0, 0]","[4, 6]",10,6,2,4,2,20,18,19,12,6,7,12,3,7,3,9,89.89888905,1,30,60,2,5,4,5,1
251,"[6, 8, 2, 10, 9]","[11, 3, 4, 1, 12]","[5, 7]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[19, 21, 24, 23, 15]","[14, 17, 20, 16, 22]","[13, 18]","[2, 1, 0, 5, 2]","[3, 2, 1, 3, 1]","[5, 5]","[8, 4, 1, 11, 6]","[10, 3, 2, 7, 9]","[5, 12]","[0, 4, 4, 2, 0]","[3, 2, 2, 2, 1]","[6, 4]",10,5,6,6,5,24,14,18,2,4,7,11,9,5,5,2,64.76943443,1,29,52,3,10,1,8,3
252,"[6, 10, 8, 1, 11]","[12, 2, 4, 3, 7]","[5, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[19, 15, 16, 23, 22]","[20, 13, 18, 14, 21]","[17, 24]","[1, 2, 0, 2, 5]","[2, 2, 4, 1, 1]","[6, 4]","[7, 10, 6, 1, 5]","[3, 9, 2, 11, 12]","[4, 8]","[2, 3, 2, 2, 1]","[2, 2, 2, 2, 2]","[5, 5]",10,2,3,2,5,16,20,17,10,2,9,1,11,4,6,5,79.00851339,1,28,31,1,8,8,7,1
253,"[6, 4, 9, 11, 12]","[1, 8, 2, 5, 10]","[3, 7]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[19, 14, 22, 13, 23]","[18, 16, 21, 15, 17]","[20, 24]","[1, 2, 3, 0, 4]","[2, 2, 2, 2, 2]","[4, 6]","[4, 3, 5, 7, 2]","[11, 10, 9, 12, 1]","[6, 8]","[2, 0, 4, 1, 3]","[1, 4, 2, 2, 1]","[3, 7]",10,3,5,5,5,22,21,20,4,1,3,3,11,8,3,5,15.39710008,2,2,25,1,1,7,3,1
254,"[2, 6, 12, 11, 7]","[10, 9, 1, 5, 3]","[4, 8]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 23, 15, 24, 16]","[22, 13, 21, 17, 18]","[14, 19]","[1, 2, 3, 1, 3]","[3, 3, 3, 0, 1]","[2, 8]","[4, 10, 8, 1, 2]","[11, 9, 7, 12, 6]","[3, 5]","[3, 3, 2, 2, 0]","[5, 1, 1, 1, 2]","[1, 9]",10,2,3,3,3,23,22,19,12,1,8,1,7,3,3,7,69.80694564,3,7,76,3,7,8,10,3
255,"[7, 6, 5, 12, 1]","[4, 9, 8, 3, 10]","[2, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[17, 18, 19, 23, 21]","[13, 14, 22, 20, 15]","[16, 24]","[4, 2, 1, 2, 1]","[3, 4, 2, 0, 1]","[6, 4]","[3, 8, 5, 12, 11]","[2, 1, 6, 10, 9]","[4, 7]","[4, 0, 0, 3, 3]","[1, 3, 3, 3, 0]","[7, 3]",10,4,1,4,4,18,14,24,7,4,2,8,2,7,4,2,4.533550216,3,16,75,2,8,7,5,3
256,"[7, 6, 9, 5, 8]","[3, 1, 10, 4, 2]","[11, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[13, 17, 23, 22, 16]","[24, 18, 14, 21, 19]","[15, 20]","[0, 1, 2, 5, 2]","[1, 1, 3, 0, 5]","[5, 5]","[5, 4, 9, 3, 10]","[6, 12, 2, 8, 1]","[7, 11]","[3, 2, 3, 1, 1]","[1, 2, 2, 5, 0]","[5, 5]",10,6,3,3,1,13,14,20,9,3,12,10,8,11,5,2,69.29768058,3,3,81,3,3,6,2,3
257,"[4, 5, 3, 6, 10]","[11, 9, 12, 1, 7]","[2, 8]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 15, 22, 18, 17]","[21, 23, 13, 16, 19]","[14, 24]","[3, 2, 1, 2, 2]","[2, 1, 2, 4, 1]","[4, 6]","[6, 10, 8, 4, 12]","[5, 7, 3, 2, 1]","[9, 11]","[2, 3, 1, 3, 1]","[4, 1, 2, 1, 2]","[3, 7]",10,4,4,1,3,22,21,24,3,9,2,6,1,11,4,8,41.42234099,2,28,68,3,9,6,4,2
258,"[12, 2, 8, 10, 1]","[5, 3, 4, 6, 11]","[7, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[19, 18, 14, 23, 21]","[24, 13, 20, 15, 22]","[16, 17]","[2, 1, 4, 2, 1]","[2, 2, 1, 4, 1]","[7, 3]","[5, 4, 1, 8, 2]","[11, 9, 7, 10, 3]","[6, 12]","[2, 1, 2, 1, 4]","[3, 2, 2, 0, 3]","[4, 6]",10,3,4,6,2,19,20,16,2,11,7,5,11,6,1,8,9.091669167,1,16,14,3,1,7,5,1
259,"[2, 10, 1, 5, 7]","[9, 6, 12, 3, 4]","[8, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 21, 22, 24, 23]","[15, 18, 16, 17, 13]","[14, 19]","[4, 3, 0, 3, 0]","[4, 3, 1, 1, 1]","[1, 9]","[10, 7, 5, 9, 2]","[8, 1, 3, 11, 12]","[4, 6]","[2, 1, 4, 3, 0]","[2, 2, 2, 4, 0]","[5, 5]",10,4,1,3,4,20,16,14,5,6,11,2,3,4,4,6,80.13050031,2,30,70,3,10,5,5,2
260,"[6, 12, 1, 11, 2]","[7, 8, 5, 3, 10]","[4, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[14, 23, 13, 21, 18]","[15, 16, 19, 20, 24]","[17, 22]","[2, 1, 3, 1, 3]","[2, 2, 2, 3, 1]","[4, 6]","[9, 4, 1, 10, 3]","[2, 7, 11, 5, 8]","[6, 12]","[3, 1, 2, 1, 3]","[3, 0, 2, 2, 3]","[6, 4]",10,4,2,5,2,13,24,17,2,3,9,10,7,6,6,3,57.92397129,1,19,42,1,1,1,4,3
261,"[4, 9, 7, 5, 6]","[3, 8, 2, 1, 11]","[10, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[17, 13, 23, 19, 20]","[16, 22, 14, 21, 24]","[15, 18]","[2, 2, 1, 3, 2]","[2, 2, 2, 2, 2]","[5, 5]","[11, 1, 4, 6, 3]","[2, 8, 9, 10, 5]","[7, 12]","[4, 0, 3, 2, 1]","[3, 4, 0, 2, 1]","[7, 3]",10,3,5,1,2,19,16,15,5,3,12,6,2,7,6,3,61.96952629,3,12,74,3,1,5,1,2
262,"[6, 5, 10, 9, 2]","[7, 8, 3, 12, 11]","[1, 4]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[13, 14, 15, 22, 20]","[17, 19, 23, 18, 24]","[16, 21]","[4, 3, 0, 1, 2]","[3, 4, 0, 1, 2]","[3, 7]","[3, 8, 5, 6, 7]","[11, 1, 4, 9, 12]","[2, 10]","[0, 1, 4, 3, 2]","[1, 3, 1, 2, 3]","[4, 6]",10,3,5,2,4,22,17,16,6,8,1,3,4,10,4,1,73.89904295,2,22,74,1,9,3,1,2
263,"[8, 3, 2, 11, 12]","[9, 4, 6, 5, 1]","[7, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[15, 13, 23, 22, 17]","[14, 21, 16, 18, 24]","[19, 20]","[2, 1, 3, 1, 3]","[2, 3, 2, 0, 3]","[3, 7]","[3, 6, 7, 4, 10]","[9, 2, 5, 11, 8]","[1, 12]","[2, 4, 1, 1, 2]","[1, 2, 3, 1, 3]","[5, 5]",10,3,5,5,5,17,24,19,8,6,7,4,8,1,2,8,35.96013638,3,6,90,3,2,6,6,2
264,"[1, 8, 2, 10, 7]","[5, 3, 4, 6, 9]","[11, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[17, 15, 23, 21, 22]","[18, 14, 16, 19, 13]","[20, 24]","[1, 3, 2, 3, 1]","[3, 5, 0, 1, 1]","[7, 3]","[10, 7, 3, 4, 1]","[12, 6, 8, 5, 9]","[2, 11]","[4, 2, 0, 1, 3]","[2, 0, 1, 3, 4]","[6, 4]",10,4,5,1,5,23,19,24,7,6,11,1,5,2,1,7,45.48766284,2,29,85,1,6,3,7,2
265,"[1, 6, 2, 11, 12]","[9, 4, 5, 10, 3]","[7, 8]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[19, 22, 16, 18, 20]","[23, 21, 13, 17, 24]","[14, 15]","[3, 1, 3, 3, 0]","[2, 1, 2, 3, 2]","[3, 7]","[12, 6, 3, 4, 7]","[2, 1, 8, 9, 11]","[5, 10]","[2, 2, 1, 1, 4]","[2, 2, 2, 1, 3]","[4, 6]",10,5,2,1,3,22,17,14,11,4,8,12,8,10,2,2,76.55048851,3,25,15,1,1,6,5,1
266,"[3, 11, 8, 1, 6]","[12, 10, 2, 7, 5]","[4, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[16, 15, 17, 18, 14]","[21, 24, 23, 13, 22]","[19, 20]","[1, 0, 3, 3, 3]","[0, 3, 1, 4, 2]","[3, 7]","[8, 5, 9, 1, 2]","[3, 4, 10, 6, 12]","[7, 11]","[2, 4, 0, 2, 2]","[3, 2, 4, 1, 0]","[4, 6]",10,6,2,4,1,18,21,20,8,12,4,5,12,11,5,4,84.93853363,2,24,56,3,10,1,10,2
267,"[6, 10, 5, 7, 4]","[12, 1, 8, 9, 2]","[3, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[24, 20, 22, 16, 19]","[23, 17, 18, 14, 13]","[15, 21]","[1, 2, 3, 2, 2]","[1, 3, 1, 2, 3]","[3, 7]","[3, 1, 2, 11, 5]","[10, 7, 12, 8, 4]","[6, 9]","[1, 2, 4, 3, 0]","[2, 2, 2, 3, 1]","[2, 8]",10,4,2,1,3,16,17,15,7,8,3,2,4,9,2,2,43.6147986,3,26,33,1,4,2,9,3
268,"[10, 4, 2, 8, 5]","[1, 7, 11, 3, 12]","[6, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[14, 15, 18, 23, 16]","[17, 21, 20, 22, 24]","[13, 19]","[3, 1, 3, 1, 2]","[1, 2, 0, 3, 4]","[4, 6]","[8, 5, 10, 7, 4]","[3, 11, 9, 2, 12]","[1, 6]","[1, 2, 3, 4, 0]","[3, 1, 1, 4, 1]","[4, 6]",10,2,5,1,5,15,24,13,4,1,6,10,9,6,3,9,92.12178652,2,22,55,3,5,6,1,1
269,"[1, 6, 10, 5, 9]","[8, 4, 12, 11, 7]","[2, 3]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[13, 24, 19, 17, 22]","[20, 18, 14, 15, 23]","[16, 21]","[1, 2, 2, 3, 2]","[4, 2, 2, 1, 1]","[4, 6]","[2, 5, 4, 8, 12]","[1, 3, 10, 11, 6]","[7, 9]","[1, 2, 4, 2, 1]","[3, 2, 1, 3, 1]","[4, 6]",10,6,6,3,3,17,18,21,10,11,3,4,10,9,3,8,28.73185973,2,17,53,3,7,10,3,2
270,"[11, 4, 12, 1, 2]","[10, 3, 8, 7, 6]","[5, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[16, 19, 20, 13, 22]","[23, 17, 15, 18, 14]","[21, 24]","[3, 1, 2, 3, 1]","[2, 1, 3, 2, 2]","[5, 5]","[6, 9, 3, 12, 8]","[1, 10, 5, 2, 11]","[4, 7]","[1, 1, 1, 4, 3]","[2, 3, 2, 2, 1]","[8, 2]",10,3,2,2,6,16,18,21,12,7,5,3,2,7,5,4,25.54503508,1,25,0,2,4,9,1,1
271,"[3, 1, 9, 5, 12]","[6, 2, 8, 11, 10]","[4, 7]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[17, 15, 23, 13, 16]","[18, 14, 21, 24, 19]","[20, 22]","[3, 2, 1, 2, 2]","[2, 3, 2, 2, 1]","[5, 5]","[2, 5, 8, 7, 4]","[11, 3, 9, 6, 1]","[10, 12]","[1, 1, 3, 4, 1]","[1, 3, 4, 2, 0]","[4, 6]",10,3,3,6,1,13,18,22,3,6,7,2,11,10,1,9,32.39821813,1,17,8,3,4,1,3,1
