participant.id_in_session,participant.risky_urn5_color_code1,participant.risky_urn5_color_code2,participant.risky_urn2_color_code,participant.risky_urn5_num_color1,participant.risky_urn5_num_color2,participant.risky_urn2_num_color,participant.amb1_urn5_color_code1,participant.amb1_urn5_color_code2,participant.amb1_urn2_color_code,participant.amb1_urn5_num_color1,participant.amb1_urn5_num_color2,participant.amb1_urn2_num_color,participant.amb2_urn5_color_code1,participant.amb2_urn5_color_code2,participant.amb2_urn2_color_code,participant.amb2_urn5_num_color1,participant.amb2_urn5_num_color2,participant.amb2_urn2_num_color,session.config.numballs,randomization.1.player.order1,randomization.1.player.order2,randomization.1.player.risk_order,randomization.1.player.ambiguity_order,randomization.1.player.amb1_urn5_colorevent1,randomization.1.player.amb1_urn5_colorevent2,randomization.1.player.amb1_urn2_colorevent,randomization.1.player.risky_urn5_colorevent1,randomization.1.player.risky_urn5_colorevent2,randomization.1.player.risky_urn2_colorevent,randomization.1.player.amb2_urn5_colorevent1,randomization.1.player.amb2_urn5_colorevent2,randomization.1.player.amb2_urn2_colorevent,randomization.1.player.paid_round_1,randomization.1.player.roll_event_1,randomization.1.player.roll_BSR_paid_round_1,randomization.1.player.paid_table_2,randomization.1.player.paid_row_2,randomization.1.player.roll_lottery_2,randomization.1.player.paid_table_3,randomization.1.player.paid_row_3,randomization.1.player.ball_drawn_unknown,randomization.1.player.ball_drawn_known,randomization.1.player.paid_part
203,"[10, 12, 3, 5, 11]","[4, 6, 2, 1, 7]","[8, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 17, 21, 22, 14]","[19, 24, 16, 15, 18]","[13, 20]","[18, 15, 26, 17, 24]","[22, 19, 20, 21, 18]","[48, 52]","[12, 5, 7, 1, 11]","[2, 4, 6, 3, 9]","[8, 10]","[18, 12, 21, 32, 17]","[20, 23, 20, 18, 19]","[48, 52]",100,4,3,3,6,23,18,20,3,4,8,5,4,10,1,93,11.56439837,1,15,94,2,2,15,52,2
204,"[3, 2, 8, 6, 9]","[1, 11, 5, 10, 12]","[4, 7]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[16, 13, 20, 15, 22]","[21, 19, 23, 18, 24]","[14, 17]","[20, 23, 21, 18, 18]","[22, 18, 14, 28, 18]","[53, 47]","[4, 6, 9, 11, 2]","[3, 1, 10, 7, 5]","[8, 12]","[26, 16, 20, 19, 19]","[21, 21, 21, 21, 16]","[48, 52]",100,6,5,6,5,13,23,17,8,1,7,11,10,12,5,20,46.44256809,1,24,35,3,17,56,9,2
205,"[6, 7, 5, 9, 1]","[4, 3, 12, 11, 2]","[8, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[24, 20, 13, 21, 15]","[22, 14, 18, 16, 17]","[19, 23]","[20, 24, 12, 25, 19]","[19, 21, 21, 17, 22]","[50, 50]","[10, 11, 1, 9, 7]","[5, 3, 2, 6, 4]","[8, 12]","[18, 29, 19, 20, 14]","[19, 26, 14, 15, 26]","[50, 50]",100,2,1,2,4,20,16,19,5,11,8,9,3,12,3,46,3.8702045,2,16,9,3,5,31,9,2
206,"[8, 9, 10, 11, 12]","[1, 7, 6, 5, 2]","[3, 4]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[16, 14, 21, 19, 18]","[17, 20, 22, 15, 23]","[13, 24]","[18, 13, 21, 25, 23]","[30, 23, 14, 21, 12]","[55, 45]","[11, 12, 10, 9, 8]","[7, 6, 1, 5, 4]","[2, 3]","[21, 22, 16, 16, 25]","[23, 18, 24, 21, 14]","[49, 51]",100,3,5,1,3,14,23,13,9,5,4,9,4,3,5,80,4.483649571,1,8,82,3,17,23,47,2
207,"[3, 1, 5, 11, 9]","[8, 12, 6, 4, 7]","[2, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[18, 14, 16, 21, 23]","[22, 17, 20, 15, 19]","[13, 24]","[16, 22, 20, 20, 22]","[10, 24, 22, 22, 22]","[41, 59]","[10, 2, 5, 1, 7]","[9, 12, 6, 4, 11]","[3, 8]","[17, 22, 20, 26, 15]","[28, 19, 19, 20, 14]","[50, 50]",100,6,6,1,5,21,19,24,3,6,10,5,12,3,6,46,11.9676335,3,27,31,3,5,59,53,2
208,"[11, 4, 12, 2, 9]","[1, 6, 7, 10, 3]","[5, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[13, 24, 22, 18, 21]","[23, 16, 15, 20, 17]","[14, 19]","[11, 24, 30, 12, 23]","[20, 16, 21, 22, 21]","[49, 51]","[4, 7, 12, 1, 8]","[5, 6, 9, 10, 3]","[2, 11]","[25, 14, 17, 24, 20]","[20, 23, 23, 14, 20]","[55, 45]",100,5,3,5,6,21,20,19,12,1,5,4,3,11,1,58,54.80071768,3,26,67,3,2,70,39,1
209,"[5, 8, 1, 4, 12]","[9, 11, 6, 3, 10]","[2, 7]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[19, 21, 20, 14, 23]","[18, 22, 16, 13, 17]","[15, 24]","[23, 21, 19, 18, 19]","[17, 14, 13, 31, 25]","[56, 44]","[7, 9, 3, 5, 11]","[4, 10, 2, 12, 8]","[1, 6]","[28, 19, 17, 12, 24]","[17, 19, 13, 26, 25]","[46, 54]",100,5,5,6,3,14,16,15,8,11,7,11,12,6,4,2,31.09535094,2,7,60,3,5,7,7,1
210,"[6, 1, 12, 7, 11]","[2, 9, 5, 8, 10]","[3, 4]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[15, 13, 16, 14, 17]","[24, 21, 20, 23, 22]","[18, 19]","[16, 19, 16, 26, 23]","[19, 27, 22, 14, 18]","[52, 48]","[1, 6, 11, 7, 12]","[4, 5, 3, 2, 9]","[8, 10]","[19, 15, 21, 22, 23]","[20, 18, 28, 19, 15]","[51, 49]",100,2,1,3,5,13,22,18,1,2,3,6,2,8,4,24,79.58544188,2,8,11,1,7,17,29,3
211,"[3, 11, 8, 9, 6]","[2, 4, 5, 1, 12]","[7, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[18, 14, 15, 13, 21]","[19, 24, 16, 20, 22]","[17, 23]","[19, 24, 21, 19, 17]","[28, 20, 16, 14, 22]","[48, 52]","[9, 8, 7, 3, 11]","[2, 4, 6, 12, 1]","[5, 10]","[27, 23, 16, 18, 16]","[22, 16, 21, 23, 18]","[54, 46]",100,4,2,4,6,21,16,23,8,1,10,11,4,5,3,28,54.1682809,1,27,35,1,9,6,56,1
212,"[12, 1, 5, 2, 4]","[3, 6, 10, 8, 11]","[7, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[16, 17, 18, 14, 19]","[22, 20, 23, 15, 21]","[13, 24]","[12, 20, 22, 21, 25]","[19, 23, 22, 19, 17]","[47, 53]","[8, 2, 6, 10, 3]","[11, 7, 1, 4, 5]","[9, 12]","[24, 24, 28, 12, 12]","[19, 15, 17, 23, 26]","[44, 56]",100,3,5,5,2,16,22,24,2,3,7,8,5,12,5,11,52.21089072,3,14,41,1,7,52,27,2
213,"[3, 12, 7, 4, 11]","[8, 6, 9, 5, 1]","[2, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[18, 16, 23, 21, 20]","[19, 14, 22, 13, 17]","[15, 24]","[14, 19, 21, 27, 19]","[12, 16, 17, 26, 29]","[51, 49]","[5, 12, 9, 1, 10]","[8, 2, 7, 11, 4]","[3, 6]","[21, 17, 19, 21, 22]","[17, 22, 24, 16, 21]","[51, 49]",100,1,1,4,1,16,14,24,11,9,2,1,7,6,6,83,23.6760437,3,20,63,2,20,88,87,2
214,"[7, 4, 8, 1, 6]","[9, 12, 2, 3, 10]","[5, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 20, 16, 24, 21]","[19, 15, 18, 14, 13]","[17, 22]","[26, 18, 22, 19, 15]","[28, 16, 14, 23, 19]","[52, 48]","[7, 1, 8, 4, 11]","[10, 9, 2, 12, 3]","[5, 6]","[23, 22, 12, 25, 18]","[25, 13, 25, 15, 22]","[51, 49]",100,3,3,4,4,16,14,22,7,2,11,1,3,5,3,36,8.61018377,1,8,75,3,11,4,28,1
215,"[10, 12, 8, 7, 3]","[6, 5, 9, 2, 1]","[4, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[21, 22, 18, 16, 14]","[20, 17, 19, 15, 24]","[13, 23]","[25, 17, 18, 23, 17]","[23, 18, 19, 17, 23]","[48, 52]","[8, 4, 1, 6, 5]","[11, 7, 10, 12, 2]","[3, 9]","[21, 20, 24, 15, 20]","[29, 18, 13, 20, 20]","[52, 48]",100,2,6,2,3,18,24,13,8,9,4,4,12,3,5,4,83.23597391,1,1,60,3,16,82,91,2
216,"[11, 12, 1, 10, 5]","[8, 6, 4, 2, 3]","[7, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[18, 16, 24, 19, 13]","[15, 23, 22, 14, 20]","[17, 21]","[23, 22, 23, 12, 20]","[26, 20, 15, 20, 19]","[52, 48]","[8, 12, 11, 9, 5]","[4, 7, 10, 3, 2]","[1, 6]","[13, 15, 25, 21, 26]","[14, 17, 20, 28, 21]","[54, 46]",100,2,2,5,4,19,23,21,10,6,9,11,4,6,2,22,59.33478283,2,17,59,1,14,55,14,2
217,"[6, 7, 1, 10, 9]","[4, 11, 8, 2, 5]","[3, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[19, 23, 13, 15, 20]","[22, 18, 17, 24, 21]","[14, 16]","[22, 15, 29, 23, 11]","[20, 20, 27, 14, 19]","[44, 56]","[5, 4, 6, 1, 9]","[12, 3, 7, 2, 8]","[10, 11]","[24, 19, 24, 12, 21]","[19, 20, 20, 17, 24]","[45, 55]",100,2,4,3,3,15,17,14,7,5,3,9,7,10,6,92,20.66274432,3,6,57,1,13,56,32,2
218,"[3, 2, 6, 11, 1]","[4, 8, 12, 9, 7]","[5, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[24, 13, 14, 16, 20]","[22, 17, 15, 21, 23]","[18, 19]","[14, 19, 23, 18, 26]","[18, 16, 28, 19, 19]","[51, 49]","[8, 12, 11, 10, 5]","[9, 6, 2, 3, 1]","[4, 7]","[23, 21, 16, 20, 20]","[25, 17, 24, 19, 15]","[53, 47]",100,6,3,3,6,13,15,18,2,9,10,12,9,4,4,25,9.147241283,1,18,50,3,7,89,14,1
219,"[10, 9, 3, 6, 1]","[12, 8, 5, 2, 4]","[7, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[16, 24, 15, 14, 23]","[19, 17, 21, 22, 20]","[13, 18]","[21, 18, 21, 25, 15]","[19, 24, 13, 26, 18]","[52, 48]","[4, 6, 7, 10, 3]","[8, 12, 11, 9, 5]","[1, 2]","[16, 19, 22, 24, 19]","[21, 13, 24, 14, 28]","[52, 48]",100,4,6,2,2,16,20,18,3,2,7,10,11,2,2,89,4.764981914,3,16,9,2,9,74,9,3
220,"[4, 11, 6, 2, 8]","[7, 5, 3, 9, 1]","[10, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[17, 13, 22, 19, 16]","[14, 20, 24, 21, 18]","[15, 23]","[25, 18, 19, 24, 14]","[22, 15, 21, 24, 18]","[53, 47]","[10, 12, 1, 5, 4]","[2, 8, 9, 11, 3]","[6, 7]","[15, 20, 17, 26, 22]","[22, 29, 13, 16, 20]","[61, 39]",100,5,3,4,1,22,24,23,8,5,10,12,8,7,3,89,39.31659002,3,12,12,2,2,23,99,2
221,"[4, 10, 8, 5, 9]","[2, 3, 7, 6, 11]","[1, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[15, 24, 18, 22, 21]","[23, 20, 14, 16, 17]","[13, 19]","[22, 26, 15, 19, 18]","[19, 16, 22, 20, 23]","[48, 52]","[6, 1, 11, 9, 3]","[7, 12, 4, 5, 8]","[2, 10]","[18, 25, 13, 27, 17]","[19, 22, 11, 25, 23]","[49, 51]",100,4,4,1,4,21,20,19,10,6,12,11,4,2,3,76,57.28546246,2,5,47,2,18,2,4,1
222,"[4, 9, 3, 8, 2]","[7, 6, 11, 1, 12]","[5, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[15, 23, 14, 21, 22]","[16, 24, 20, 19, 13]","[17, 18]","[21, 23, 19, 20, 17]","[23, 19, 16, 18, 24]","[55, 45]","[5, 11, 6, 2, 8]","[9, 10, 12, 7, 1]","[3, 4]","[12, 20, 22, 26, 20]","[19, 19, 20, 17, 25]","[59, 41]",100,4,3,4,4,14,16,18,2,6,5,11,1,4,4,3,46.17952272,3,27,54,1,11,17,7,3
223,"[3, 1, 11, 12, 2]","[8, 5, 4, 6, 10]","[7, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[24, 21, 16, 18, 19]","[14, 15, 23, 20, 17]","[13, 22]","[28, 24, 17, 17, 14]","[23, 23, 15, 22, 17]","[43, 57]","[8, 4, 7, 10, 12]","[6, 5, 11, 3, 1]","[2, 9]","[24, 22, 21, 16, 17]","[19, 19, 16, 20, 26]","[56, 44]",100,4,3,2,6,16,15,22,12,4,7,4,3,9,6,74,93.114718,3,7,44,3,2,56,62,3
224,"[1, 4, 6, 12, 7]","[9, 2, 5, 10, 8]","[3, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[21, 20, 13, 22, 15]","[23, 19, 18, 24, 16]","[14, 17]","[30, 18, 17, 14, 21]","[20, 17, 23, 24, 16]","[43, 57]","[5, 10, 7, 3, 12]","[2, 8, 9, 11, 1]","[4, 6]","[24, 27, 24, 12, 13]","[22, 23, 20, 16, 19]","[48, 52]",100,5,5,3,6,13,23,17,1,2,3,5,2,4,5,68,52.47991348,1,6,50,1,18,77,86,2
225,"[5, 6, 12, 1, 7]","[10, 8, 2, 11, 3]","[4, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 13, 16, 21, 18]","[22, 17, 24, 15, 19]","[14, 23]","[11, 32, 13, 28, 16]","[25, 11, 22, 24, 18]","[46, 54]","[6, 7, 11, 1, 4]","[8, 5, 9, 10, 12]","[2, 3]","[20, 13, 26, 23, 18]","[16, 19, 24, 21, 20]","[55, 45]",100,4,3,6,1,21,24,23,5,10,4,11,8,2,3,11,89.97210806,3,7,10,1,2,100,8,1
226,"[10, 6, 12, 5, 7]","[2, 9, 8, 4, 1]","[3, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[14, 15, 19, 22, 18]","[23, 24, 21, 16, 17]","[13, 20]","[21, 16, 9, 27, 27]","[20, 27, 19, 18, 16]","[55, 45]","[9, 3, 12, 10, 4]","[5, 2, 6, 1, 11]","[7, 8]","[18, 21, 19, 19, 23]","[21, 21, 16, 21, 21]","[51, 49]",100,5,3,6,4,14,17,13,12,4,3,9,11,7,3,85,15.93862386,1,22,93,1,6,64,10,3
227,"[9, 2, 6, 5, 12]","[7, 3, 11, 4, 10]","[1, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 17, 18, 21, 14]","[15, 16, 19, 22, 13]","[20, 24]","[14, 25, 22, 18, 21]","[15, 18, 19, 24, 24]","[46, 54]","[5, 9, 12, 7, 8]","[2, 4, 1, 6, 3]","[10, 11]","[15, 20, 23, 25, 17]","[21, 18, 28, 15, 18]","[46, 54]",100,6,5,4,5,21,19,20,6,11,8,9,1,10,2,90,66.19234199,2,16,85,2,5,98,45,3
228,"[4, 8, 12, 11, 7]","[10, 5, 3, 1, 2]","[6, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[14, 24, 19, 15, 13]","[21, 20, 23, 16, 18]","[17, 22]","[32, 15, 17, 14, 22]","[21, 16, 17, 21, 25]","[54, 46]","[6, 5, 10, 7, 9]","[2, 8, 1, 12, 11]","[3, 4]","[12, 22, 17, 16, 33]","[23, 23, 16, 18, 20]","[51, 49]",100,3,1,3,3,14,20,22,8,2,9,7,8,4,1,59,53.53079098,3,9,93,1,15,68,82,1
229,"[2, 10, 9, 11, 3]","[4, 12, 7, 5, 6]","[1, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[17, 21, 18, 16, 20]","[15, 24, 23, 14, 19]","[13, 22]","[12, 20, 20, 26, 22]","[16, 26, 18, 25, 15]","[46, 54]","[1, 8, 10, 7, 12]","[3, 9, 6, 11, 2]","[4, 5]","[13, 24, 26, 24, 13]","[19, 18, 22, 18, 23]","[49, 51]",100,1,4,6,3,20,19,13,10,5,8,8,9,4,6,93,32.55577675,3,21,84,3,12,83,95,1
230,"[9, 1, 6, 5, 2]","[12, 8, 4, 7, 10]","[3, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 20, 13, 17, 14]","[21, 15, 19, 24, 16]","[18, 22]","[23, 17, 21, 28, 11]","[20, 27, 23, 15, 15]","[56, 44]","[3, 11, 8, 6, 1]","[4, 2, 5, 7, 10]","[9, 12]","[22, 19, 24, 18, 17]","[19, 23, 15, 27, 16]","[47, 53]",100,2,1,6,2,13,19,22,2,12,11,8,7,9,3,57,38.09183676,2,4,31,1,9,80,88,1
231,"[5, 2, 8, 11, 9]","[12, 6, 10, 7, 3]","[1, 4]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[21, 20, 14, 16, 15]","[13, 24, 18, 19, 22]","[17, 23]","[24, 26, 16, 19, 15]","[14, 24, 18, 22, 22]","[45, 55]","[4, 1, 3, 9, 7]","[5, 8, 12, 10, 6]","[2, 11]","[20, 20, 23, 23, 14]","[13, 20, 30, 16, 21]","[53, 47]",100,3,3,3,2,21,19,17,8,6,1,4,5,2,4,26,56.59809258,3,25,94,1,11,30,19,3
232,"[2, 5, 7, 11, 6]","[9, 12, 10, 4, 3]","[1, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[13, 15, 24, 20, 19]","[14, 17, 16, 23, 21]","[18, 22]","[26, 12, 20, 20, 22]","[26, 21, 21, 18, 14]","[56, 44]","[11, 10, 6, 9, 4]","[12, 1, 8, 5, 7]","[2, 3]","[17, 23, 20, 25, 15]","[22, 17, 19, 26, 16]","[52, 48]",100,1,3,1,2,24,23,22,2,10,1,9,12,2,3,37,19.58222133,2,7,44,2,5,84,53,1
233,"[11, 3, 4, 9, 12]","[8, 1, 6, 10, 7]","[2, 5]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 20, 13, 17, 18]","[15, 22, 16, 14, 21]","[19, 24]","[17, 23, 18, 20, 22]","[11, 20, 22, 22, 25]","[55, 45]","[12, 5, 1, 11, 7]","[10, 4, 6, 3, 8]","[2, 9]","[27, 12, 17, 20, 24]","[21, 20, 18, 21, 20]","[48, 52]",100,2,6,4,6,23,15,24,4,7,5,1,4,2,5,16,34.12839449,1,25,69,1,7,40,98,3
234,"[6, 12, 8, 5, 10]","[4, 2, 3, 9, 7]","[1, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[24, 16, 19, 15, 13]","[18, 22, 21, 17, 20]","[14, 23]","[18, 17, 28, 19, 18]","[21, 22, 18, 18, 21]","[59, 41]","[10, 2, 4, 1, 12]","[5, 7, 6, 3, 11]","[8, 9]","[24, 20, 20, 20, 16]","[20, 15, 21, 27, 17]","[51, 49]",100,6,3,6,5,24,18,14,8,3,11,1,3,9,5,64,82.04516043,2,15,82,3,2,31,69,1
235,"[6, 4, 12, 9, 10]","[1, 2, 7, 11, 3]","[5, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[17, 23, 13, 24, 14]","[16, 22, 21, 19, 15]","[18, 20]","[18, 28, 13, 16, 25]","[21, 14, 27, 24, 14]","[52, 48]","[7, 3, 8, 2, 12]","[4, 1, 5, 10, 9]","[6, 11]","[16, 15, 17, 28, 24]","[20, 19, 18, 17, 26]","[44, 56]",100,4,5,3,6,24,15,20,6,11,8,7,10,6,6,50,76.04746777,3,14,44,1,11,81,52,1
236,"[4, 9, 12, 3, 10]","[7, 11, 2, 1, 8]","[5, 6]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[21, 24, 15, 14, 23]","[22, 13, 16, 18, 17]","[19, 20]","[18, 21, 25, 18, 18]","[19, 19, 19, 25, 18]","[46, 54]","[4, 10, 8, 5, 7]","[2, 11, 9, 12, 1]","[3, 6]","[23, 16, 22, 19, 20]","[20, 21, 16, 23, 20]","[49, 51]",100,6,4,6,3,21,13,20,12,7,6,4,11,6,6,2,54.92047829,1,25,41,3,11,86,6,2
237,"[7, 8, 1, 12, 3]","[11, 5, 2, 6, 9]","[4, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[14, 21, 20, 18, 15]","[19, 22, 23, 13, 17]","[16, 24]","[20, 16, 25, 17, 22]","[17, 24, 19, 17, 23]","[48, 52]","[2, 7, 12, 5, 10]","[4, 3, 6, 8, 11]","[1, 9]","[22, 19, 26, 16, 17]","[20, 18, 29, 14, 19]","[45, 55]",100,1,4,6,4,18,22,16,3,11,10,12,6,1,1,90,92.1110346,1,26,9,2,5,52,37,1
238,"[5, 1, 7, 4, 10]","[2, 8, 6, 11, 3]","[9, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 16, 17, 19, 24]","[13, 18, 15, 20, 14]","[21, 22]","[21, 13, 24, 25, 17]","[20, 16, 25, 17, 22]","[49, 51]","[3, 4, 1, 5, 12]","[7, 10, 2, 6, 8]","[9, 11]","[15, 23, 16, 23, 23]","[26, 9, 25, 21, 19]","[46, 54]",100,5,6,2,5,24,18,21,5,6,12,3,7,11,1,18,30.44660197,2,7,52,1,12,64,63,1
239,"[2, 12, 3, 4, 11]","[5, 7, 8, 6, 1]","[9, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 24, 13, 16, 19]","[17, 14, 15, 20, 18]","[21, 22]","[17, 14, 25, 20, 24]","[24, 22, 15, 20, 19]","[49, 51]","[7, 6, 5, 8, 10]","[11, 4, 9, 2, 12]","[1, 3]","[19, 19, 20, 23, 19]","[20, 20, 24, 16, 20]","[55, 45]",100,3,4,5,2,24,20,21,12,5,9,10,12,1,2,82,97.7414442,1,16,63,3,13,92,15,3
240,"[12, 2, 6, 9, 8]","[7, 3, 5, 4, 11]","[1, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[19, 17, 24, 16, 13]","[14, 21, 23, 18, 22]","[15, 20]","[23, 20, 17, 18, 22]","[21, 14, 22, 26, 17]","[56, 44]","[3, 10, 11, 2, 5]","[4, 9, 7, 8, 1]","[6, 12]","[26, 18, 14, 22, 20]","[19, 21, 23, 21, 16]","[46, 54]",100,4,4,6,5,17,22,15,8,7,10,10,7,6,1,96,3.813505312,2,12,75,3,12,31,83,3
241,"[1, 6, 10, 12, 9]","[4, 3, 8, 2, 11]","[5, 7]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[24, 18, 17, 21, 19]","[23, 14, 20, 15, 22]","[13, 16]","[29, 20, 14, 20, 17]","[18, 18, 21, 20, 23]","[52, 48]","[4, 11, 7, 10, 1]","[3, 6, 9, 8, 2]","[5, 12]","[22, 21, 17, 18, 22]","[16, 23, 21, 19, 21]","[50, 50]",100,5,1,1,4,18,14,13,12,3,7,10,9,12,5,62,1.197792146,2,16,10,1,1,58,49,3
242,"[8, 11, 7, 2, 1]","[10, 9, 3, 5, 6]","[4, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[17, 15, 22, 24, 18]","[21, 23, 20, 16, 19]","[13, 14]","[28, 18, 20, 13, 21]","[21, 24, 20, 17, 18]","[44, 56]","[1, 2, 9, 11, 4]","[5, 10, 8, 12, 6]","[3, 7]","[16, 30, 18, 16, 20]","[10, 21, 24, 27, 18]","[56, 44]",100,1,4,6,5,15,21,14,1,10,12,1,10,7,2,51,2.621286086,2,9,98,3,19,89,61,3
243,"[3, 12, 5, 6, 7]","[1, 8, 2, 11, 9]","[4, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[13, 17, 21, 23, 16]","[24, 19, 15, 14, 20]","[18, 22]","[16, 21, 23, 20, 20]","[26, 11, 27, 12, 24]","[49, 51]","[9, 10, 4, 3, 5]","[1, 11, 8, 12, 2]","[6, 7]","[20, 18, 20, 21, 21]","[21, 23, 23, 12, 21]","[51, 49]",100,6,1,3,2,17,15,22,12,9,10,10,8,7,1,29,32.4990055,1,7,78,2,5,45,30,1
244,"[7, 10, 3, 11, 4]","[12, 9, 8, 1, 5]","[2, 6]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[19, 22, 17, 23, 24]","[15, 18, 20, 13, 21]","[14, 16]","[20, 20, 18, 28, 14]","[19, 20, 19, 20, 22]","[46, 54]","[5, 1, 8, 4, 3]","[6, 7, 9, 12, 2]","[10, 11]","[19, 21, 16, 17, 27]","[17, 18, 26, 18, 21]","[44, 56]",100,5,3,4,6,17,13,14,4,9,2,8,6,10,2,32,33.38840563,1,16,28,2,2,46,15,1
245,"[7, 4, 1, 5, 8]","[12, 3, 2, 9, 10]","[6, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[15, 21, 19, 22, 13]","[24, 17, 14, 16, 20]","[18, 23]","[24, 19, 23, 23, 11]","[18, 27, 17, 14, 24]","[47, 53]","[10, 5, 2, 9, 12]","[3, 11, 7, 8, 6]","[1, 4]","[24, 22, 14, 23, 17]","[24, 18, 19, 19, 20]","[41, 59]",100,3,4,1,5,21,17,18,1,10,6,9,6,1,2,45,23.95049825,1,24,18,1,13,47,10,2
246,"[12, 5, 4, 7, 2]","[1, 11, 3, 6, 9]","[8, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[24, 20, 13, 19, 18]","[17, 16, 23, 22, 14]","[15, 21]","[27, 13, 19, 20, 21]","[17, 18, 25, 17, 23]","[48, 52]","[12, 2, 10, 11, 9]","[5, 6, 7, 3, 8]","[1, 4]","[17, 18, 22, 15, 28]","[16, 14, 19, 24, 27]","[48, 52]",100,5,1,6,3,13,22,15,5,1,8,10,6,4,2,82,8.957659555,1,6,97,1,6,77,42,3
